ULOK,Nama Toko,Cabang,SPK End,ST Date,Has ST,Old Denda Days,Old Denda Amount,New Denda Days,New Denda Amount,Impact Days,Impact Amount,Impact Type,Skipped Days,Skipped Weekends,Skipped Holidays,Explanation
1SZ1-2603-0001,"ALFAMART TALOKO",LOMBOK,2026-08-10,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2PZ1-2606-I211-R,"TAMBAKSOGRA",TEGAL,2026-08-10,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2PZ1-2606-I211-R,"TAMBAKSOGRA",TEGAL,2026-08-10,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
RZ01-2604-0001-R,"BONTONOMPO SELATAN",MAKASSAR,2026-08-10,2026-07-08,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
RZ01-2604-0001-R,"BONTONOMPO SELATAN",MAKASSAR,2026-08-10,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1AZ1-2604-0004,"SP 5 UKUI, PELAWAN, PEKANBARU",PEKANBARU,2026-08-11,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1AZ1-2604-0004,"SP 5 UKUI, PELAWAN, PEKANBARU",PEKANBARU,2026-08-11,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
RZ01-2605-0004,"Manggarupi Gowa",MAKASSAR,2026-08-11,2026-07-09,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
RZ01-2605-0004,"Manggarupi Gowa",MAKASSAR,2026-08-11,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
LZ01-2606-0004,"KARANG MELATI OKUT",LAMPUNG,2026-08-12,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
LZ01-2606-0004,"KARANG MELATI OKUT",LAMPUNG,2026-08-12,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1AZ1-2602-0004,"SUNGAI PAKU KUANSING",PEKANBARU,2026-08-13,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1AZ1-2602-0004,"SUNGAI PAKU KUANSING",PEKANBARU,2026-08-13,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1PZ1-2509-0008,"SUNGAI AWAN KIRI",PONTIANAK,2026-08-14,,No,0,0,0,0,0,0,NO_CHANGE,3,2,1,"SPK+3 (2 weekend, 1 libur nasional)"
1PZ1-2509-0008,"SUNGAI AWAN KIRI",PONTIANAK,2026-08-14,,No,0,0,0,0,0,0,NO_CHANGE,3,2,1,"SPK+3 (2 weekend, 1 libur nasional)"
2SZ1-2605-0016,"TABILAA BOLSEL",GORONTALO,2026-08-14,,No,0,0,0,0,0,0,NO_CHANGE,3,2,1,"SPK+3 (2 weekend, 1 libur nasional)"
2SZ1-2605-0016,"TABILAA BOLSEL",GORONTALO,2026-08-14,,No,0,0,0,0,0,0,NO_CHANGE,3,2,1,"SPK+3 (2 weekend, 1 libur nasional)"
2SZ1-2605-0011,"ALUN ALUN MOLIBAGU",GORONTALO,2026-08-14,,No,0,0,0,0,0,0,NO_CHANGE,3,2,1,"SPK+3 (2 weekend, 1 libur nasional)"
2SZ1-2605-0011,"ALUN ALUN MOLIBAGU",GORONTALO,2026-08-14,,No,0,0,0,0,0,0,NO_CHANGE,3,2,1,"SPK+3 (2 weekend, 1 libur nasional)"
2SZ1-2605-0015,"LINAWAN PINOLOSIAN",GORONTALO,2026-08-14,2026-07-13,Yes,0,0,0,0,0,0,NO_CHANGE,3,2,1,"SPK+3 (2 weekend, 1 libur nasional)"
2SZ1-2605-0015,"LINAWAN PINOLOSIAN",GORONTALO,2026-08-14,,No,0,0,0,0,0,0,NO_CHANGE,3,2,1,"SPK+3 (2 weekend, 1 libur nasional)"
2SZ1-2605-0005,"MOLIBAGU BOLSEL",GORONTALO,2026-08-14,,No,0,0,0,0,0,0,NO_CHANGE,3,2,1,"SPK+3 (2 weekend, 1 libur nasional)"
2SZ1-2605-0005,"MOLIBAGU BOLSEL",GORONTALO,2026-08-14,,No,0,0,0,0,0,0,NO_CHANGE,3,2,1,"SPK+3 (2 weekend, 1 libur nasional)"
IZ01-2603-I718-R,"REST AREA ROWOKELE",CILACAP,2026-08-16,,No,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
IZ01-2603-I718-R,"REST AREA ROWEKELE",CILACAP,2026-08-16,,No,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
YZ01-2605-0009,"KANDANGJATI",JEMBER,2026-08-16,,No,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
YZ01-2605-0009,"KANDANGJATI",JEMBER,2026-08-16,,No,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
BZ01-2605-0001,"Dark Store Antapani",BANDUNG RAYA,2026-08-17,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
BZ01-2604-0009,"Dark Store Antapani",BANDUNG RAYA,2026-08-17,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
HZ01-2605-0006,"PIDODO WETAN",SEMARANG,2026-08-18,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
HZ01-2605-0006,"PIDODO WETAN - KENDAL",SEMARANG,2026-08-18,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1SZ1-2606-0004,"ALFAMART SUKARAJA",LOMBOK,2026-08-18,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
RZ01-2606-0004,"Abd Kadir Gowa",MAKASSAR,2026-08-18,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
RZ01-2606-0004,"Abd Kadir Gowa",MAKASSAR,2026-08-18,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
LZ01-2511-0003,"TANJUNG YAKIN",KOTABUMI,2026-08-19,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
LZ01-2511-0003,"TANJUNG YAKIN",KOTABUMI,2026-08-19,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
RZ01-2509-0002,"PEMUDA PAREPARE",MAKASSAR,2026-08-20,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
OZ01-2607-0007,"KALASAN KM 13,SLEMAN",KLATEN,2026-08-28,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
OZ01-2607-0007,"KALASAN KM 13,SLEMAN",KLATEN,2026-08-28,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
